RowNumber,CustomerId,Surname,education,Geography,Gender,Age,Tenure,marital,IsActiveMember,EstimatedSalary,HasApp,HasLoan,HasInsurance,HasCrCard,NumOfProducts
302,15682541,Hartley,secondary,Accra,Female,36,5,married,0,15462.84,1,0,0,0,1
303,15695699,Calabrese,secondary,Accra,Male,35,5,married,0,10334.05,1,0,0,0,1
304,15624188,Chiu,secondary,Accra,Female,33,5,single,1,190686.16,1,0,0,0,1
305,15812191,Brennan,unknown,Accra,Male,33,5,married,0,94440.45,1,0,0,0,1
306,15636673,Onwuatuegwu,secondary,Accra,Male,31,5,married,1,28257.63,0,0,0,0,0
307,15594898,Hewitt,tertiary,Accra,Male,43,5,married,1,170034.95,1,0,0,1,2
308,15660211,Shih,secondary,Accra,Male,35,5,married,0,31824.29,1,0,0,0,1
309,15773972,Balashov,secondary,Accra,Male,50,5,married,0,127166.49,0,0,0,0,0
310,15746726,Doyle,unknown,Accra,Male,31,5,married,0,44937.01,0,0,0,0,0
311,15712287,Pokrovskii,secondary,Accra,Female,80,5,married,1,188603.07,1,0,0,0,1
312,15702919,Collins,unknown,Accra,Male,30,5,married,0,145111.37,0,0,0,0,0
313,15674398,Russo,primary,Accra,Male,38,5,divorced,0,171463.83,0,0,0,0,0
314,15797960,Skinner,secondary,Accra,Female,59,5,divorced,0,182822.5,0,0,0,0,0
315,15631868,Robertson,tertiary,Accra,Male,36,5,single,1,87213.33,1,0,0,1,2
316,15581539,Atkinson,secondary,Accra,Male,37,5,married,0,57175.32,1,0,0,0,1
317,15662736,Doyle,secondary,Accra,Male,49,5,married,0,120540.83,1,0,0,0,1
318,15666252,Ritchie,secondary,Accra,Male,42,5,single,1,28714.34,1,0,0,0,1
319,15677512,McEncroe,primary,Accra,Female,22,3,single,0,85426.28,1,0,0,0,1
320,15626114,Pearson,secondary,Accra,Male,24,4,married,0,46170.75,0,0,0,0,0
321,15810834,Gordon,secondary,Accra,Female,57,5,married,1,64448.36,1,0,0,0,1
322,15678910,Ts'ai,unknown,Accra,Female,30,5,married,1,16278.97,0,0,0,0,0
323,15694408,Lung,secondary,Accra,Male,40,5,married,0,182855.42,1,0,0,0,1
324,15585215,Yuan,tertiary,Accra,Female,31,5,divorced,0,50404.72,1,0,0,1,2
325,15682757,Pardey,secondary,Accra,Male,30,5,single,0,107640.25,0,0,0,0,0
326,15736601,Tai,tertiary,Accra,Male,35,5,single,0,134132.65,1,0,0,1,2
327,15601848,Scott,secondary,Accra,Male,35,5,single,0,103480.69,0,0,0,0,0
328,15736008,Hunter,tertiary,Accra,Female,46,5,married,0,108761.05,1,0,0,1,2
329,15669064,Mazzanti,unknown,Accra,Male,35,5,married,1,179012.3,0,0,0,0,0
330,15624528,L?,secondary,Accra,Male,26,5,married,1,95145.14,1,0,0,0,1
331,15598493,Beach,secondary,Accra,Male,50,5,married,1,72143.44,1,0,0,0,1
332,15601274,Hsieh,unknown,Accra,Female,40,5,married,0,19162.89,0,0,0,0,0
333,15702669,Faulkner,secondary,Accra,Male,44,5,single,1,144680.18,0,0,0,0,0
334,15728669,Knowles,tertiary,Accra,Female,30,5,single,0,177772.03,1,0,0,1,2
335,15742668,Day,tertiary,Accra,Female,37,5,divorced,0,5597.94,1,0,0,1,2
336,15697441,Hsueh,secondary,Accra,Male,29,5,married,0,116828.51,0,0,0,0,0
337,15740476,Tsao,secondary,Accra,Female,32,5,single,1,174652.51,1,0,0,0,1
338,15648064,Kennedy,secondary,Accra,Male,33,5,married,0,2010.98,0,0,0,0,0
339,15636624,Nwabugwu,secondary,Accra,Female,39,5,single,0,14109.85,1,0,0,0,1
340,15807923,Young,secondary,Accra,Female,39,5,single,0,43527.4,1,0,0,0,1
341,15745844,Kerr,secondary,Accra,Female,40,5,single,1,86099.23,0,0,0,0,0
342,15786170,Tien,secondary,Accra,Male,31,5,divorced,0,161574.19,1,0,0,0,1
343,15681081,Marrero,secondary,Accra,Female,47,5,divorced,1,38970.14,0,0,0,0,0
344,15684484,White,primary,Accra,Male,22,3,single,0,127587.22,0,0,0,0,0
345,15785869,Pisano,tertiary,Accra,Female,25,4,married,0,30380.12,1,0,0,1,2
346,15763859,Brown,unknown,Accra,Female,43,5,married,0,90908.95,1,0,0,0,1
347,15658935,Freeman,secondary,Accra,Female,34,5,married,0,138275.01,1,0,0,0,1
348,15747358,Russell,primary,Accra,Male,59,5,married,1,32171.79,0,0,0,0,0
349,15735203,Seleznyov,tertiary,Accra,Female,32,5,married,1,126143.23,1,0,0,1,2
350,15576256,Yusupova,tertiary,Accra,Male,39,5,married,1,129892.93,1,0,0,1,2
351,15659420,Foley,tertiary,Accra,Male,32,5,single,1,102416.84,1,0,0,1,2
352,15593365,Shih,secondary,Accra,Male,39,5,married,1,18719.67,0,0,0,0,0
353,15777352,Ikedinachukwu,secondary,Accra,Female,32,5,married,0,61936.22,1,0,0,0,1
354,15812007,Power,secondary,Accra,Male,25,4,married,1,78358.94,1,0,0,0,1
355,15625461,Amos,unknown,Accra,Female,45,5,divorced,1,147224.27,0,0,0,0,0
356,15739438,Reed,secondary,Accra,Male,30,5,single,0,160979.66,1,0,0,0,1
357,15611759,Simmons,secondary,Accra,Female,57,5,single,1,132298.49,0,0,0,0,0
358,15661629,Ricci,tertiary,Accra,Male,34,5,single,0,174248.52,1,0,0,1,2
359,15633950,Yen,secondary,Accra,Male,41,5,married,1,123547.28,1,0,0,0,1
360,15592386,Campbell,tertiary,Accra,Male,58,5,single,1,32790.02,1,0,0,1,2
361,15803716,West,tertiary,Accra,Male,28,5,married,1,181543.67,1,0,0,1,2
362,15696674,Robinson,secondary,Accra,Female,45,5,married,1,2319.96,1,0,0,0,1
363,15706365,Bianchi,secondary,Accra,Female,50,5,married,1,189543.19,1,0,0,0,1
364,15745088,Chen,secondary,Accra,Female,29,5,married,0,10940.4,0,0,0,0,0
365,15676715,Madukaego,secondary,Accra,Male,68,5,married,1,199493.38,1,0,0,0,1
366,15613085,Ibrahimova,tertiary,Accra,Female,33,5,married,1,188193.25,1,0,0,1,2
367,15633537,Nolan,secondary,Accra,Female,42,5,divorced,0,172572.64,0,0,0,0,0
368,15594720,Scott,tertiary,Accra,Female,35,5,divorced,1,189339.6,1,0,0,1,2
369,15684042,Blair,tertiary,Accra,Male,34,5,divorced,1,53512.16,1,0,0,1,2
370,15583303,Monaldo,secondary,Accra,Female,29,5,single,0,34004.44,1,0,0,0,1
371,15611579,Sutherland,secondary,Accra,Male,42,5,married,1,10598.29,1,0,0,0,1
372,15774696,Cole,secondary,Accra,Female,75,5,married,1,113428.77,1,0,0,0,1
373,15694506,Briggs,secondary,Accra,Male,31,5,married,1,183487.98,0,0,0,0,0
374,15688074,Gregory,secondary,Accra,Male,31,5,single,1,187658.09,0,0,0,0,0
375,15759537,Bianchi,unknown,Accra,Male,35,5,married,1,172459.39,0,0,0,0,0
376,15758449,Angelo,secondary,Accra,Female,39,5,single,1,21016,1,0,0,0,1
377,15583456,Gardiner,secondary,Accra,Male,45,5,single,1,122381.02,1,0,0,0,1
378,15667871,Kerr,primary,Accra,Male,35,5,married,0,128123.66,0,0,0,0,0
379,15677371,Ko,tertiary,Accra,Female,30,5,married,0,19570.63,1,0,0,1,2
380,15629677,Distefano,secondary,Accra,Female,39,5,married,0,188150.6,0,0,0,0,0
381,15713578,Farrell,secondary,Accra,Female,50,5,married,1,111020.24,1,0,0,0,1
382,15591509,Milano,secondary,Accra,Male,36,5,married,0,123775.15,0,0,0,0,0
383,15568240,Ting,secondary,Accra,Female,30,5,married,1,146700.22,0,0,0,0,0
384,15622993,Boyd,unknown,Accra,Male,28,5,married,0,145251.35,1,0,0,0,1
385,15689294,Onyemaechi,secondary,Accra,Male,44,5,married,0,82463.69,1,0,1,0,2
386,15720910,Black,secondary,Accra,Female,66,5,married,1,15928.49,0,0,1,0,1
387,15721181,Oliver,unknown,Accra,Male,46,5,married,0,45886.33,0,0,1,0,1
388,15776433,Greco,secondary,Accra,Male,62,5,married,1,186489.95,1,0,0,0,1
389,15748936,Whitehead,tertiary,Accra,Female,45,5,married,1,162922.65,1,0,0,1,2
390,15717225,Ikemefuna,unknown,Accra,Female,21,3,single,0,9262.77,0,0,1,0,1
391,15685226,Morrison,secondary,Accra,Female,29,5,divorced,1,84932.4,0,0,0,0,0
392,15785611,Onyeoruru,tertiary,Accra,Male,38,5,married,1,71557.12,1,0,0,1,2
393,15573456,Cunningham,tertiary,Accra,Male,46,5,divorced,0,77405.95,1,0,0,1,2
394,15684548,Demidov,secondary,Accra,Male,38,5,married,0,417.41,1,0,0,0,1
395,15620505,Celis,secondary,Accra,Female,24,4,married,1,71405.17,1,0,1,0,2
396,15807432,Cheng,secondary,Accra,Female,37,5,single,1,153400.24,0,0,1,0,1
397,15584766,Knight,secondary,Accra,Male,33,5,single,1,371.05,0,0,1,0,1
398,15612187,Morin,secondary,Accra,Male,32,5,married,0,67789.99,1,0,1,0,2
399,15762218,Mills,secondary,Accra,Female,39,5,married,1,145894.9,1,0,0,0,1
400,15646372,Outhwaite,primary,Accra,Female,66,5,married,0,183840.51,1,0,0,0,1
401,15690452,Tung,primary,Accra,Male,52,5,married,0,108887.44,0,0,0,0,0
402,15747795,Pai,secondary,Accra,Female,38,5,married,1,154071.27,1,0,0,0,1
403,15781589,Carpenter,tertiary,Accra,Male,52,5,single,1,179291.85,1,0,0,1,2
404,15732674,Fennell,secondary,Accra,Male,36,5,married,1,56937.43,1,0,1,0,2
405,15642291,Fontaine,unknown,Accra,Male,23,4,married,1,112239.03,1,0,1,0,2
406,15692761,Pratt,tertiary,Accra,Male,36,5,married,0,45909.87,1,0,0,1,2
407,15578045,Mitchell,tertiary,Accra,Female,49,5,married,0,173779.25,1,0,0,1,2
408,15745354,Franklin,primary,Accra,Female,37,5,divorced,0,125696.26,1,0,0,0,1
409,15701376,K'ung,secondary,Accra,Male,37,5,married,1,159585.61,1,0,0,0,1
410,15691625,Ko,secondary,Accra,Female,41,5,married,0,106761.47,1,0,0,0,1
411,15566594,McKenzie,secondary,Accra,Male,23,4,single,0,129590.18,1,0,0,0,1
412,15760431,Pino,primary,Accra,Male,38,5,married,1,80006.65,1,0,0,0,1
413,15686302,Fisk,secondary,Accra,Female,31,5,single,1,140451.52,1,0,1,0,2
414,15801559,Chiang,secondary,Accra,Female,41,5,married,1,187929.43,1,0,1,0,2
415,15810432,Moseley,tertiary,Accra,Male,35,5,married,0,167155.36,1,0,0,1,2
416,15809616,Hsiung,secondary,Accra,Male,26,5,divorced,0,191420.71,1,0,1,0,2
417,15720559,Heath,secondary,Accra,Female,61,5,married,0,11384.45,1,0,1,0,2
418,15695632,Dellucci,secondary,Accra,Female,39,5,married,1,94898.1,1,0,1,0,2
419,15659843,Li,primary,Accra,Female,46,5,divorced,0,106781.59,0,0,0,0,0
420,15615624,De Salis,secondary,Accra,Female,28,5,married,0,159508.52,1,0,1,0,2
421,15810418,T'ang,tertiary,Accra,Female,60,5,single,0,93524.19,1,0,0,1,2
422,15716186,Richardson,tertiary,Accra,Female,38,5,single,0,87168.46,1,0,0,1,2
423,15674551,Fitch,secondary,Accra,Male,40,5,single,0,8128.32,0,0,0,0,0
424,15622834,Stevenson,secondary,Accra,Female,35,5,married,0,125518.32,0,0,1,0,1
425,15566111,Estes,tertiary,Accra,Male,39,5,single,0,48963.59,1,0,0,1,2
426,15784597,Lattimore,secondary,Accra,Male,26,5,married,0,98368.24,1,0,1,0,2
427,15652883,Chung,secondary,Accra,Male,39,5,married,0,148584.61,0,0,0,0,0
428,15806964,Utz,primary,Accra,Male,45,5,married,1,27474.81,0,0,0,0,0
429,15576313,Wei,tertiary,Accra,Female,40,5,single,0,76192.21,1,0,0,1,2
430,15806467,Boyle,secondary,Accra,Male,40,5,married,0,134600.94,0,0,1,0,1
431,15597602,Nwachinemelu,secondary,Accra,Male,57,5,married,1,72467.99,0,0,0,0,0
432,15743040,Kuznetsova,tertiary,Accra,Male,41,5,married,1,199645.45,1,0,0,1,2
433,15705521,Pisani,secondary,Accra,Female,33,5,married,0,42749.85,0,0,1,0,1
434,15595039,Manna,primary,Accra,Female,37,5,married,0,136050.44,0,0,0,0,0
435,15799384,Collier,secondary,Accra,Male,33,5,married,0,73564.44,1,0,0,0,1
436,15581197,Ricci,secondary,Accra,Female,51,5,married,1,85578.63,0,0,1,0,1
437,15693737,Carr,secondary,Accra,Female,30,5,married,0,129826.89,1,0,1,0,2
438,15624623,Hs?,tertiary,Accra,Male,35,5,single,0,119666,1,0,0,1,2
439,15783501,Findlay,secondary,Accra,Female,38,5,divorced,0,68052.08,0,0,0,0,0
440,15690134,Hughes,secondary,Accra,Female,42,5,married,1,164104.74,1,0,0,0,1
441,15782735,Chukwuemeka,primary,Accra,Female,35,5,married,0,80190.36,1,0,0,0,1
442,15611088,Genovese,tertiary,Accra,Female,31,5,single,0,84126.75,1,0,0,1,2
443,15672145,Swift,secondary,Accra,Female,34,5,married,1,70179,0,0,0,0,0
444,15732628,Ugoji,secondary,Accra,Male,46,5,single,1,118024.1,0,0,0,0,0
445,15787470,Parkinson,secondary,Accra,Male,47,5,married,0,145704.19,1,0,1,0,2
446,15803406,Ross,secondary,Accra,Female,26,5,divorced,1,183049.41,0,0,0,0,0
447,15730460,Oleary,unknown,Accra,Male,37,5,single,0,120906.83,0,0,0,0,0
448,15644572,Turnbull,unknown,Accra,Male,40,5,married,1,100433.83,1,0,0,0,1
449,15694860,Uspensky,secondary,Accra,Female,38,5,single,0,138777,1,0,1,0,2
450,15658169,Cook,unknown,Accra,Female,47,5,married,0,124694.99,1,0,0,0,1
451,15794396,Newbold,secondary,Accra,Female,38,5,married,0,40084.32,1,0,0,0,1
452,15785798,Uchechukwu,secondary,Accra,Male,40,5,married,1,119232.33,0,0,0,0,0
453,15710825,Ch'en,unknown,Accra,Male,31,5,divorced,0,43921.36,1,0,1,0,2
454,15668444,He,tertiary,Accra,Female,44,5,married,0,62222.81,1,0,0,1,2
455,15726631,Hilton,secondary,Accra,Female,39,5,married,1,56577,1,0,0,0,1
456,15733797,Sal,secondary,Accra,Male,36,5,married,0,164253.35,0,0,1,0,1
457,15747960,Eluemuno,secondary,Accra,Male,33,5,single,1,7666.73,1,0,0,0,1
458,15634632,Titus,secondary,Accra,Male,38,5,married,0,68487.51,1,0,1,0,2
459,15707362,Yin,secondary,Accra,Male,43,5,single,1,199273.98,1,0,0,0,1
460,15662976,Lettiere,secondary,Accra,Male,37,5,married,1,186062.36,1,0,1,0,2
461,15732778,Templeman,secondary,Accra,Male,29,5,divorced,1,195711.16,1,0,0,0,1
462,15718443,Chibuzo,primary,Accra,Male,39,5,married,0,36692.17,0,0,0,0,0
463,15670039,Sun,secondary,Accra,Female,25,4,married,0,106920.57,1,0,1,0,2
464,15773792,Evans,primary,Accra,Female,32,5,married,1,48725.68,0,0,0,0,0
465,15613786,Ogbonnaya,primary,Accra,Male,26,5,single,1,167036.94,0,0,0,0,0
466,15726032,Enyinnaya,secondary,Accra,Male,33,5,single,0,68777.26,0,0,0,0,0
467,15663252,Olisanugo,secondary,Accra,Female,32,5,single,1,18924.92,0,0,1,0,1
468,15593782,Brookes,primary,Accra,Female,38,5,married,0,71905.77,1,0,0,0,1
469,15633283,Padovano,secondary,Accra,Male,35,5,married,0,64833.28,0,0,0,0,0
470,15749167,Fisk,tertiary,Accra,Male,35,5,married,1,184843.77,1,0,0,1,2
471,15759298,Shih,secondary,Accra,Male,27,5,divorced,1,176730.02,0,0,1,0,1
472,15683625,Hare,primary,Accra,Male,37,5,single,0,20629.4,0,0,0,0,0
473,15635367,Muir,unknown,Accra,Male,26,5,married,0,28415.36,0,0,0,0,0
474,15681705,Fanucci,secondary,Accra,Male,28,5,married,0,77231.27,0,0,0,0,0
475,15603156,Elewechi,secondary,Accra,Female,33,5,married,0,102750.7,0,0,1,0,1
476,15591986,Johnston,primary,Accra,Male,46,5,married,0,34580.8,0,0,0,0,0
477,15798888,Pisano,tertiary,Accra,Female,31,5,married,1,183598.77,1,0,0,1,2
478,15809722,Ankudinov,secondary,Accra,Female,40,5,single,0,147358.27,1,0,1,0,2
479,15677538,Nwokike,secondary,Accra,Male,38,5,single,1,108469.2,0,0,1,0,1
480,15797736,Smith,secondary,Accra,Male,29,5,single,1,20612.82,0,0,0,0,0
481,15695585,Atkins,primary,Accra,Male,34,5,married,1,181196.76,1,0,0,0,1
482,15744398,Burns,secondary,Accra,Female,23,4,married,0,160249.1,0,0,0,0,0
483,15750658,Obiuto,secondary,Accra,Male,37,5,married,0,110783.28,1,0,1,0,2
484,15578186,Pirozzi,secondary,Accra,Male,37,5,married,0,144995.33,0,0,0,0,0
485,15676519,George,secondary,Accra,Male,61,5,single,0,150227.85,0,0,1,0,1
486,15637954,Lewis,primary,Accra,Female,35,5,divorced,1,53718.28,1,0,0,0,1
487,15758639,Moran,secondary,Accra,Male,37,5,divorced,0,75248.3,1,0,0,0,1
488,15613772,Dalrymple,tertiary,Accra,Male,39,5,divorced,1,14353.43,1,0,0,1,2
489,15731744,Carslaw,unknown,Accra,Male,30,5,married,1,130486.57,0,0,1,0,1
490,15807709,Kirby,primary,Accra,Female,55,5,married,1,100127.71,0,0,0,0,0
491,15714689,Houghton,secondary,Accra,Male,29,5,married,1,196356.17,1,0,1,0,2
492,15699005,Martin,secondary,Accra,Female,41,5,married,1,9983.88,1,0,0,0,1
493,15624170,Tan,secondary,Accra,Female,38,5,married,1,118974.77,0,0,0,0,0
494,15725679,Hsia,tertiary,Accra,Female,47,5,married,0,194998.34,1,0,0,1,2
495,15585865,Westerberg,secondary,Accra,Female,38,5,divorced,0,134901.34,0,0,0,0,0
496,15804256,Hale,secondary,Accra,Male,36,5,single,1,72924.56,1,0,1,0,2
497,15662403,Kryukova,secondary,Accra,Female,32,5,divorced,0,101057.95,0,0,1,0,1
498,15733616,Sopuluchukwu,secondary,Accra,Male,40,5,divorced,1,142838.64,0,0,0,0,0
499,15591995,Barry,secondary,Accra,Male,26,5,married,1,127059.04,1,0,1,0,2
500,15677020,Selezneva,secondary,Accra,Female,58,5,single,1,116503.92,1,0,1,0,2
501,15727688,Chizuoke,primary,Accra,Male,32,5,married,1,54405.79,0,0,0,0,0
502,15715941,Lueck,unknown,Accra,Male,54,5,single,1,88721.84,1,0,0,0,1
503,15714485,Udinese,tertiary,Accra,Male,60,5,single,0,74135.48,1,0,0,1,2
504,15730059,Udobata,secondary,Accra,Male,44,5,married,1,111346.22,1,0,0,0,1
505,15715527,Freeman,secondary,Accra,Female,41,5,married,0,194902.16,0,0,0,0,0
506,15576623,Outlaw,primary,Accra,Male,31,5,married,0,31474.27,1,0,0,0,1
507,15805565,Obiuto,secondary,Accra,Male,30,5,divorced,0,21198.39,0,0,0,0,0
508,15677307,Lo,secondary,Accra,Female,40,5,single,0,186976.6,0,0,1,0,1
509,15773890,Okechukwu,secondary,Accra,Male,22,3,single,1,117202.19,0,0,1,0,1
510,15598883,King,secondary,Accra,Female,37,5,single,1,143739.29,1,0,0,0,1
511,15568506,Forbes,secondary,Accra,Female,31,5,married,1,161811.23,0,0,0,0,0
512,15761043,Macleod,secondary,Accra,Female,38,5,married,0,98090.91,1,0,1,0,2
513,15782236,Gibbs,secondary,Accra,Male,34,5,divorced,0,71095.41,1,0,1,0,2
514,15593601,Isayev,primary,Accra,Male,34,5,married,1,13107.24,0,0,0,0,0
515,15682048,Pisano,secondary,Accra,Female,51,5,divorced,1,67110.59,1,0,1,0,2
516,15746902,Belstead,secondary,Accra,Male,38,5,married,0,88225.02,1,0,1,0,2
517,15752081,Vassiliev,unknown,Accra,Female,56,5,married,1,62256.87,0,0,1,0,1
518,15781307,Schneider,primary,Accra,Male,37,5,married,0,135925.72,0,0,0,0,0
519,15775912,Mazzanti,secondary,Accra,Male,48,5,married,1,177815.87,0,0,0,0,0
520,15745417,Knipe,tertiary,Accra,Male,58,5,single,1,126471.13,1,0,0,1,2
521,15671256,Macartney,unknown,Accra,Female,35,5,single,0,188574.12,1,0,1,0,2
522,15653547,Madukwe,tertiary,Accra,Male,56,5,married,1,119175.45,1,0,0,1,2
523,15595766,Watts,secondary,Accra,Male,37,5,married,1,139093.73,0,0,1,0,1
524,15742358,Humphreys,tertiary,Accra,Male,32,5,single,1,115916.55,1,0,0,1,2
525,15763274,Wu,primary,Accra,Male,48,5,married,0,96463.25,0,0,0,0,0
526,15786063,Chin,secondary,Accra,Female,31,5,married,1,112349.51,1,0,0,0,1
527,15600258,Chesnokova,secondary,Accra,Male,43,5,married,1,165303.79,1,0,1,0,2
528,15573318,Kung,tertiary,Accra,Male,26,5,married,0,166031.08,1,0,0,1,2
529,15653849,Lu,unknown,Accra,Female,48,5,divorced,0,38411.79,1,0,0,0,1
530,15694272,Nkemakolam,secondary,Accra,Male,30,5,divorced,1,77783.35,0,0,0,0,0
531,15736112,Walton,primary,Accra,Female,57,5,married,1,29871.79,0,0,0,0,0
532,15749851,Brookes,primary,Accra,Female,26,5,married,1,59747.63,0,0,0,0,0
533,15663478,Baldwin,secondary,Accra,Male,32,5,single,1,79919.13,0,0,0,0,0
534,15592300,Mai,tertiary,Accra,Male,35,5,single,0,76773.53,1,0,0,1,2
535,15567832,Shih,secondary,Accra,Female,40,5,married,0,54018.93,1,0,0,0,1
536,15776780,He,secondary,Accra,Male,59,5,divorced,0,70649.64,1,0,0,0,1
537,15592846,Fiorentini,secondary,Accra,Male,35,5,married,0,59093.39,0,0,0,0,0
538,15739803,Lucciano,primary,Accra,Male,34,5,married,0,127569.8,1,0,0,0,1
539,15794142,Ferreira,unknown,Accra,Female,62,5,married,1,18260.98,1,0,0,0,1
540,15762729,Ukaegbunam,primary,Accra,Female,28,5,married,0,73275.96,1,0,0,0,1
541,15667896,De Luca,secondary,Accra,Male,37,5,married,1,136129.49,1,0,0,0,1
542,15626578,Milne,secondary,Accra,Male,26,5,divorced,1,153237.59,0,0,1,0,1
543,15776223,Davide,primary,Accra,Female,42,5,married,1,106841.12,0,0,0,0,0
544,15705953,Kodilinyechukwu,secondary,Accra,Male,51,5,single,0,109078.35,0,0,0,0,0
545,15802593,Little,secondary,Accra,Female,49,5,single,1,87822.14,1,0,1,0,2
546,15615457,Burns,secondary,Accra,Female,44,5,married,0,126644.98,1,0,1,0,2
547,15708916,Paterson,unknown,Accra,Male,38,5,divorced,0,47414.15,1,0,1,0,2
548,15720187,Han,secondary,Accra,Female,30,5,married,0,41879.99,0,0,1,0,1
549,15595440,Kryukova,tertiary,Accra,Male,49,5,married,1,75808.1,1,0,0,1,2
550,15600651,Ijendu,secondary,Accra,Male,24,4,married,1,47911.03,0,0,0,0,0
551,15750141,Reichard,secondary,Accra,Female,36,5,divorced,0,28737.78,0,0,0,0,0
552,15657284,Day,secondary,Accra,Male,47,5,married,1,2079.2,1,0,0,0,1
553,15763063,Price,tertiary,Accra,Female,25,4,single,0,121562.33,1,0,0,1,2
554,15709324,Bruce,unknown,Accra,Male,34,5,married,0,55003.79,0,0,0,0,0
555,15711309,Sumrall,secondary,Accra,Male,33,5,married,0,193131.42,1,0,1,0,2
556,15775318,Lu,secondary,Accra,Female,51,5,married,1,191932.27,1,0,1,0,2
557,15705515,Lazarev,primary,Accra,Male,40,5,divorced,0,159418.1,1,0,0,0,1
558,15634844,Miller,secondary,Accra,Male,41,5,divorced,0,191468.78,1,0,0,0,1
559,15717046,Wentworth-Shields,unknown,Accra,Male,53,5,divorced,1,38913.68,0,0,0,0,0
560,15571816,Ritchie,secondary,Accra,Female,70,5,married,1,705.18,1,0,1,0,2
561,15670080,Mackenzie,secondary,Accra,Female,29,5,married,1,138490.03,0,0,1,0,1
562,15800440,Power,secondary,Accra,Male,61,5,divorced,1,82970.69,1,0,0,0,1
563,15665678,Tan,secondary,Accra,Male,36,5,married,1,76744.72,0,0,1,0,1
564,15665956,Pendergrass,secondary,Accra,Female,46,5,married,0,71244.59,1,0,0,0,1
565,15788126,Evans,secondary,Accra,Female,38,5,divorced,1,12182.15,0,0,0,0,0
566,15811773,Hsia,primary,Accra,Male,36,5,married,1,141210.5,1,0,0,0,1
567,15651674,Billson,unknown,Accra,Female,54,5,married,0,191763.07,1,0,0,0,1
568,15689614,Teng,secondary,Accra,Female,63,5,married,1,37938.74,1,0,0,0,1
569,15795564,Moretti,secondary,Accra,Male,31,5,married,1,74890.58,0,0,1,0,1
570,15706647,Jordan,secondary,Accra,Male,31,5,single,1,166698.18,1,0,0,0,1
571,15728505,Ts'ao,unknown,Accra,Male,44,5,married,1,62678.53,0,0,0,0,0
572,15730076,Osborne,secondary,Accra,Male,45,5,married,0,67740.08,0,0,0,0,0
573,15622003,Carslaw,primary,Accra,Male,35,5,single,0,161519.77,1,0,0,0,1
574,15607312,Ch'ang,unknown,Accra,Female,49,5,married,1,159835.78,0,0,1,0,1
575,15644753,Hung,secondary,Accra,Male,40,5,married,1,30876.84,1,0,1,0,2
576,15653620,Gordon,secondary,Accra,Female,27,5,married,1,14858.1,1,0,1,0,2
577,15761986,Obialo,secondary,Accra,Female,32,5,married,0,75685.97,1,0,0,0,1
578,15633922,Gray,secondary,Accra,Male,30,5,married,1,144183.1,1,0,0,0,1
579,15734674,Lin,primary,Accra,Female,41,5,married,0,65170.66,1,0,0,0,1
580,15658032,Hopkins,secondary,Accra,Male,39,5,married,1,82526.92,1,0,1,0,2
581,15692671,Dobson,primary,Accra,Male,36,5,divorced,0,169161.46,1,0,0,0,1
582,15737741,McKay,secondary,Accra,Female,33,5,divorced,1,109291.39,0,0,1,0,1
583,15576352,Revell,primary,Accra,Female,57,5,divorced,1,6057.81,1,0,0,0,1
584,15753719,Rickards,tertiary,Accra,Female,30,5,married,0,77077.14,1,0,0,1,2
